session_id,doctor_id,day_of_week,start_time,end_time,slot_minutes
017f6cdf-6e31-4042-834d-427e6186390a,DOC_2715,Friday,08:00,12:00,20
27f34111-aabe-4223-8588-c4b4aa2b5368,DOC_5064,Thursday,08:00,12:00,20
7198e9c2-2c25-414b-9cef-3c4debca26ed,DOC_456,Tuesday,08:00,12:00,15
3d4be4f3-18b2-44ad-a411-317d4b04e5b8,DOC_4493,Sunday,08:00,12:00,15
edbfd7dd-c361-4f75-8711-908beb3bfa63,DOC_3549,Tuesday,08:00,12:00,10
53334fd1-bfe2-4b8b-bebf-5235764e7acf,DOC_4703,Sunday,08:00,12:00,15
bf932c87-fc0f-4542-81e2-22adaefef43d,DOC_5796,Saturday,08:00,12:00,20
1516bdd6-af30-41fc-90cc-03ae7b697151,DOC_6769,Sunday,08:00,12:00,20
a0580623-96d7-44bd-82ad-7f42b33bfdba,DOC_4671,Sunday,08:00,12:00,10
91b84bb5-dc2d-4891-9999-690aa63e56cd,DOC_5476,Wednesday,08:00,12:00,20
f8e69a97-2bc7-479f-8d7e-52cbe4d66d68,DOC_6731,Saturday,08:00,12:00,10
0f937c2a-14f2-48b1-a44d-5195ac6cffe8,DOC_5455,Monday,08:00,12:00,15
dab917a9-9d30-44d2-95d4-fd2ed28cd503,DOC_5122,Thursday,08:00,12:00,10
bc60ce10-ccc5-4144-88b6-e3fedb22c9d3,DOC_5138,Sunday,08:00,12:00,10
f6cbe23b-85f8-48f3-aaf4-65c11f3a669b,DOC_8433,Wednesday,08:00,12:00,10
0252d649-c93e-43a0-9eb4-f2e308e4c8d6,DOC_8188,Thursday,08:00,12:00,20
c9d898a9-9cd0-4af4-a93a-c8c5638b71d6,DOC_6335,Wednesday,08:00,12:00,20
9a8d6008-321d-4e2e-a7cf-45f3dc119e68,DOC_9279,Wednesday,08:00,12:00,20
2ecbe72b-ff4a-4efb-98cb-1db311b8be0a,DOC_6692,Wednesday,08:00,12:00,15
1a918262-dc41-4410-9307-6804f404ac28,DOC_207,Monday,08:00,12:00,20
fe25b9df-83ef-489d-a281-2dc027669953,DOC_3747,Saturday,08:00,12:00,10
90d72b56-4045-40bb-9b65-3cf716d46a20,DOC_7336,Saturday,08:00,12:00,15
97e79763-5c05-47ca-aa17-9a3af65a993d,DOC_2515,Tuesday,08:00,12:00,20
41be6ed5-4348-4c5c-9c90-3fcc292ff8a3,DOC_6475,Saturday,08:00,12:00,15
962acf56-7a39-4e2d-8ed3-e7336113160b,DOC_8452,Wednesday,08:00,12:00,20
f65c9dce-502b-484f-b815-ad52a21f2cfa,DOC_2289,Monday,08:00,12:00,10
fecc255e-cbdb-459b-a7c8-b335945eb5bc,DOC_9240,Tuesday,08:00,12:00,10
e5c200ad-c66b-4d19-802b-22c107e5d634,DOC_2096,Wednesday,08:00,12:00,10
1ace4cfd-99ba-4092-a6c6-459713f3efe7,DOC_4352,Wednesday,08:00,12:00,15
e362a1c2-050a-4924-9238-dc6e2934ac98,DOC_7864,Friday,08:00,12:00,20
b228d51c-8ac1-4484-97bf-f3fd564f352b,DOC_6034,Sunday,08:00,12:00,20
8b49703f-0e1c-4a32-9667-65bc8c535dff,DOC_3244,Thursday,08:00,12:00,20
520bebcf-2c72-47ff-b3d5-ee6b443afc02,DOC_2138,Tuesday,08:00,12:00,15
42c72584-5e9a-4eaf-8da2-2bc03cb0757e,DOC_6497,Thursday,08:00,12:00,10
1eb78932-a00f-4f00-b77f-08364d5dcb8d,DOC_4474,Monday,08:00,12:00,15
3ec31fb2-3aee-420a-82c0-0d831ed0ea9e,DOC_2359,Thursday,08:00,12:00,15
1de4158f-cf91-4c7f-80ec-0210a0581762,DOC_3507,Monday,08:00,12:00,10
b2cdf2d0-7ae9-4c52-b790-8d531b167de5,DOC_7732,Monday,08:00,12:00,20
19c61b43-79be-470f-9904-155f3d2c8084,DOC_1270,Tuesday,08:00,12:00,15
ed332905-ef8c-45b3-972c-df57b996662b,DOC_2544,Tuesday,08:00,12:00,20
34bb9ad3-dc3b-477a-9157-f37a1dd2ceae,DOC_9168,Tuesday,08:00,12:00,10
d73ffa16-f564-44ef-b15d-2833b8fa33c8,DOC_265,Friday,08:00,12:00,10
db9d45fc-fcac-40a7-8c37-e6a6cce313e2,DOC_5927,Saturday,08:00,12:00,10
36fac4ff-8b57-4e73-b034-89849f1b6f2c,DOC_5102,Saturday,08:00,12:00,10
4682785c-7e31-4ea0-8b01-416296235897,DOC_9931,Tuesday,08:00,12:00,10
530d6f40-09f5-4d6b-bfde-e36223bf7137,DOC_9951,Saturday,08:00,12:00,15
24372152-dfb3-4226-b34d-b46d784c02e3,DOC_540,Monday,08:00,12:00,20
2abb3ecd-84bd-4e75-beb8-01857c470dd3,DOC_5008,Friday,08:00,12:00,15
54f66af1-1619-4541-a1da-f2f9eca158df,DOC_2181,Friday,08:00,12:00,15
b89127c5-fa06-48c8-acf5-f35e59e29b49,DOC_420,Thursday,08:00,12:00,15
6c510c99-c9a2-477c-8866-9cc805ca09a4,DOC_9694,Sunday,08:00,12:00,15
fd67d46a-177d-4c49-a40d-65b8b4bd542a,DOC_3247,Friday,08:00,12:00,10
30cb05af-0ee2-48dc-9e79-b3e21314f1da,DOC_8942,Thursday,08:00,12:00,20
6a51c220-1751-483c-99cc-af619cb56194,DOC_3481,Saturday,08:00,12:00,20
7b59a203-0d7c-47ec-a343-095f36eadb31,DOC_4818,Sunday,08:00,12:00,15
43a37b25-c6a9-4a69-bb4e-fc772ca3812c,DOC_6601,Thursday,08:00,12:00,20
575ff513-e312-475f-8c01-9c972c7237e9,DOC_394,Monday,08:00,12:00,15
16ca0616-277c-490d-a8f9-70fa075b1b86,DOC_8287,Tuesday,08:00,12:00,15
11e5646d-7c9d-49fe-84c6-7e324e242430,DOC_4972,Thursday,08:00,12:00,15
1a65acc9-3f14-48e6-882a-dc9f88721bee,DOC_6425,Thursday,08:00,12:00,20
30c140be-4938-4dce-9747-c70d80e8e4bd,DOC_5057,Saturday,08:00,12:00,20
66b8fe61-f03b-4911-b6da-313f9d7be817,DOC_3637,Thursday,08:00,12:00,20
cf262ff0-fb80-4c96-b500-4c411c69b1fe,DOC_80,Saturday,08:00,12:00,20
61ce8266-8a96-494f-a804-ae77d915296e,DOC_5068,Tuesday,08:00,12:00,20
4aa85ce4-0ead-4d5c-8810-4f1155871921,DOC_6693,Friday,08:00,12:00,10
09dd315b-ef5a-4404-9d34-15c2943fc51e,DOC_5833,Saturday,08:00,12:00,10
1c0cd5f0-ff26-4744-a0eb-75eaca452d92,DOC_8674,Wednesday,08:00,12:00,15
47b0fd5f-efae-4896-8ac8-3a6daeec2300,DOC_9491,Tuesday,08:00,12:00,15
1a2cbad0-d267-48e2-bb83-85166e86f896,DOC_6999,Tuesday,08:00,12:00,20
1a5dc9e7-3470-4740-b181-30969887a9c5,DOC_7811,Sunday,08:00,12:00,10
df3ba954-4278-49e6-9ba1-e1073b815a92,DOC_6177,Thursday,08:00,12:00,20
a4de08a4-1ba4-49da-a7d7-55fde8e109ad,DOC_2398,Tuesday,08:00,12:00,10
a3e658ad-244d-4bf0-9692-21af437f60b9,DOC_5365,Thursday,08:00,12:00,20
b2755f9e-ecdd-4c6f-934d-8d7625863398,DOC_2603,Thursday,08:00,12:00,10
4f89f236-cb50-4537-afd6-fa11ed8c6493,DOC_4984,Saturday,08:00,12:00,15
cb972638-9a14-4f97-920a-69027ce9f5b6,DOC_8853,Sunday,08:00,12:00,20
4886a6d6-4c4b-476f-9367-e121d12483d8,DOC_9925,Saturday,08:00,12:00,10
0efe46e8-59fb-4ac5-a567-46fe65a77bf3,DOC_7760,Monday,08:00,12:00,20
6db9ec33-c122-4e8b-b776-20ecd98147b2,DOC_4432,Thursday,08:00,12:00,10
a9c3cfd1-e52b-4f05-b35f-8e018768eb82,DOC_3153,Sunday,08:00,12:00,20
159eb0ec-28a3-4c1d-bba0-0fc601ef4de3,DOC_3948,Wednesday,08:00,12:00,20
45d28c5f-c3c3-4f53-9a0f-7db5ba142607,DOC_4120,Thursday,08:00,12:00,15
8edbad6d-cfe8-4ffd-ae2a-e2b32bab63a6,DOC_6517,Monday,08:00,12:00,10
33cbb426-0d90-4ba4-9b19-243d6f717c4a,DOC_5791,Monday,08:00,12:00,15
f2390e47-a0d3-449f-b94d-bd1779df86c4,DOC_9823,Saturday,08:00,12:00,20
afc9b1c3-75dc-4854-b2d1-fd162655e9ee,DOC_6330,Monday,08:00,12:00,20
d4e305bd-2077-4216-a65a-77fb79709e9f,DOC_790,Thursday,08:00,12:00,20
f0db262f-0e88-49f1-a6e5-aafb4f49d72b,DOC_6486,Tuesday,08:00,12:00,20
c4ec00bd-1ccb-4d71-9c25-10728a40f6b6,DOC_8994,Thursday,08:00,12:00,20
c5fdb278-7357-42a6-91c1-10a153c223f1,DOC_8519,Saturday,08:00,12:00,20
97565849-c5d5-4263-a832-8e3d6e39176c,DOC_7715,Friday,08:00,12:00,10
813ad013-4f33-4150-860d-51ac5f20cfba,DOC_4454,Wednesday,08:00,12:00,20
751de614-131a-4d4c-ab71-5fd4b5297f77,DOC_4175,Monday,08:00,12:00,10
9c797bd1-f9b3-4f95-ab59-7af51a7f716e,DOC_5902,Monday,08:00,12:00,20
795c9a2c-a814-4f68-9708-215028d3d4ed,DOC_7000,Friday,08:00,12:00,20
cf90c174-0920-4576-be6f-0fa0cb02e5dd,DOC_5309,Thursday,08:00,12:00,10
ad46e004-afd0-4f6d-b9e1-a5150ed3eda8,DOC_3761,Saturday,08:00,12:00,15
d3a96c2b-93d1-4daf-aaac-548af2d002ff,DOC_4475,Monday,08:00,12:00,20
86dde3ea-c248-4096-8518-b821d93b2953,DOC_8852,Tuesday,08:00,12:00,20
4bc36795-6a5f-45c0-be1b-812088498eb0,DOC_3856,Sunday,08:00,12:00,10
f046d89d-5042-489a-90ff-f27ed00e5461,DOC_8921,Tuesday,08:00,12:00,20
7dc8f5ae-430f-4737-92bc-c57207700f3c,DOC_454,Monday,08:00,12:00,15
b0c21731-1a5b-4a4a-9d04-6d9f11539e2d,DOC_9492,Saturday,08:00,12:00,10
244db9cd-42b9-4cc9-bd77-86b637891432,DOC_4389,Thursday,08:00,12:00,15
5d45f42c-866c-4e01-a18d-0c4053683248,DOC_9595,Monday,08:00,12:00,10
0cb4e8f8-80ed-49cc-b4a1-59a0c88b8d45,DOC_3334,Thursday,08:00,12:00,15
0c17cd46-d1ef-4e0d-a178-527751f2db47,DOC_9871,Sunday,08:00,12:00,10
0af6c9d2-2492-4272-8229-65fd033f2d5c,DOC_9993,Friday,08:00,12:00,10
2cf1d854-90ad-486a-990c-a7398b0fae2c,DOC_1492,Sunday,08:00,12:00,20
10d6116d-d50f-4b51-b6c1-94b77e3ac611,DOC_2585,Tuesday,08:00,12:00,10
abf78b4e-4277-4dae-9a6b-264989846821,DOC_1258,Thursday,08:00,12:00,10
d2172c9b-b6ca-46da-822b-5437c3e27455,DOC_1570,Friday,08:00,12:00,15
8cf3e2c1-4f38-44e4-b803-ad60a59db1cd,DOC_2956,Monday,08:00,12:00,10
63bc15bb-1777-4869-9850-058aac9c64dd,DOC_2512,Tuesday,08:00,12:00,20
13339af6-ed4d-4d88-a443-eb8a961d02f4,DOC_1629,Wednesday,08:00,12:00,10
c0250b2f-e480-4e5d-aa92-f3bedd1b46c8,DOC_3544,Monday,08:00,12:00,10
843800f1-8f80-4a46-af92-c2543a45211a,DOC_3971,Sunday,08:00,12:00,15
bb9a300d-165b-4cbe-bab9-9303d8878f52,DOC_3553,Saturday,08:00,12:00,10
46007967-692f-4379-bb69-0e611fdfe87b,DOC_4770,Sunday,08:00,12:00,10
0784f1d2-f939-4a74-8f80-bae75a7fd566,DOC_9727,Friday,08:00,12:00,10
29e60394-a16a-4e50-ac38-beefc13986db,DOC_1304,Tuesday,08:00,12:00,15
4a4c00cc-90bd-483d-ad64-3f5869d13b7f,DOC_746,Tuesday,08:00,12:00,10
abeca07d-014e-4e20-8936-9f1d7367ca37,DOC_2003,Friday,08:00,12:00,20
f9334a45-f4fa-4490-954c-776e519ad5e8,DOC_6987,Thursday,08:00,12:00,10
58f6221b-ca55-45b5-aa7b-9865e5fa2e16,DOC_573,Sunday,08:00,12:00,10
332cbd0c-9cb3-4302-ad03-6a898fff2a96,DOC_2998,Friday,08:00,12:00,15
ff972937-2fc0-4543-9adf-9b752c1da4ca,DOC_9903,Monday,08:00,12:00,10
952133cb-7e86-47d5-87de-2547d9b8ef83,DOC_1601,Saturday,08:00,12:00,15
ed223939-eb79-4c4c-b714-4155ba7db1db,DOC_7962,Saturday,08:00,12:00,15
a94d7ac2-5382-4e46-a37d-2def35cc5da7,DOC_6535,Friday,08:00,12:00,20
94a169a8-a871-4956-b2b5-f1964650a697,DOC_226,Monday,08:00,12:00,20
3207c986-4768-43ff-8ae2-d265549982ef,DOC_94,Saturday,08:00,12:00,10
