exception_id,doctor_id,date,type,reason
02ac209a-f497-44d4-b32e-d1103328c78e,DOC_2218,2025-05-21,CANCELLED_SESSION,Medical Leave
1820028d-517a-406a-88c5-6701bfb6f532,DOC_9094,2025-09-06,CANCELLED_SESSION,Conference
e3a2a9da-2222-4425-879a-6e3334774e9e,DOC_1964,2025-03-18,CANCELLED_SESSION,Conference
4212ed74-7c59-4751-ba18-9560702fd887,DOC_2916,2025-10-15,LEAVE,Conference
16bb57c9-3339-4e43-810a-2692803d141d,DOC_8735,2025-10-02,LEAVE,Personal Leave
5efb464e-1a7d-48ef-8788-63cfb9ad2872,DOC_6004,2025-04-29,CANCELLED_SESSION,Personal Leave
9bb09670-23f1-4c44-959e-4073c5ff231b,DOC_9145,2025-10-11,CANCELLED_SESSION,Conference
a5e6011b-e9f3-4b1d-a24e-0cf88390b05b,DOC_2815,2025-05-16,LEAVE,Personal Leave
48732321-f0e0-4920-b929-6e347d672587,DOC_3814,2025-03-28,CANCELLED_SESSION,Medical Leave
81669387-7e80-49fb-9a34-bb54e06a00bd,DOC_6519,2025-07-18,CANCELLED_SESSION,Conference
4b1d1fbc-f844-4840-b5b9-e25a581326d8,DOC_6036,2025-05-25,CANCELLED_SESSION,Medical Leave
2d90bebd-1fc0-4ff2-a0d1-a37b418fcd8f,DOC_2488,2025-05-07,CANCELLED_SESSION,Personal Leave
0113372c-0227-41df-bd49-2a139c3ad70b,DOC_5988,2025-04-26,CANCELLED_SESSION,Personal Leave
24040796-5a5f-4b75-ac16-0452cdb1f5f1,DOC_8645,2025-12-25,CANCELLED_SESSION,Medical Leave
73698d6e-061e-4669-872f-9bddb119f029,DOC_6101,2025-02-27,CANCELLED_SESSION,Conference
3bed3ea5-bed3-482e-a7e8-6dd45ad4a1f7,DOC_9959,2025-07-04,CANCELLED_SESSION,Conference
4e6a9bc7-53dd-43e5-b578-e8aaa0f79088,DOC_5777,2025-11-29,CANCELLED_SESSION,Conference
85cd50f7-506c-4a16-abe1-eff7d51938fb,DOC_5001,2025-04-23,CANCELLED_SESSION,Conference
051b744a-a134-4393-b39a-ec2dde7993ec,DOC_4888,2025-01-20,CANCELLED_SESSION,Personal Leave
d3531aab-56cd-40f2-b160-a39b50c45d02,DOC_3919,2025-04-27,CANCELLED_SESSION,Medical Leave
9c285274-cf5c-4d41-a9f8-df52f075e39a,DOC_6037,2025-08-04,CANCELLED_SESSION,Conference
fdc63eeb-672d-4a41-a14c-5566d5f6fadb,DOC_3054,2025-08-07,CANCELLED_SESSION,Medical Leave
5d19534e-82b8-49b6-ae2f-3833cf5dbe79,DOC_6509,2025-03-29,CANCELLED_SESSION,Personal Leave
5aa8915d-3bdf-4734-a628-0adb045066d5,DOC_9364,2025-06-20,CANCELLED_SESSION,Conference
5ed89598-6045-4d63-867b-822c04b9b84c,DOC_5406,2025-12-05,CANCELLED_SESSION,Personal Leave
03370714-9b9c-4f78-a536-31d9b1c20c3b,DOC_8342,2025-01-23,LEAVE,Conference
02e92850-7ad1-4615-b920-23837da9ffc5,DOC_5280,2025-10-15,CANCELLED_SESSION,Personal Leave
2697b408-e41f-47e0-857c-e1540dc46131,DOC_810,2025-09-15,LEAVE,Medical Leave
cb539a0e-bd4f-42b0-b36f-e443a5ca8803,DOC_9637,2025-06-30,LEAVE,Medical Leave
47223a8c-ebef-41cc-aae8-1119461abaa6,DOC_9793,2025-02-11,CANCELLED_SESSION,Conference
f7c3b652-e81d-4c76-a2ba-3058957b4874,DOC_6733,2025-08-17,CANCELLED_SESSION,Medical Leave
cdad42af-3f42-4872-8476-b68f1cc09593,DOC_2128,2025-05-02,LEAVE,Medical Leave
88d6ac59-0402-465c-adff-7d1933ac56c8,DOC_5302,2025-07-28,LEAVE,Medical Leave
c9b8c8f0-7a67-4cb8-9c42-399f2032f1ae,DOC_4690,2025-12-30,CANCELLED_SESSION,Medical Leave
c634027a-23fb-4f4b-80f5-1f6e614c1f3a,DOC_9298,2025-05-18,CANCELLED_SESSION,Medical Leave
3834887f-6067-4c8c-8647-15d081240a4c,DOC_5769,2025-10-03,LEAVE,Medical Leave
ef4884c8-ec3b-40ec-b681-613f0bdc6ce8,DOC_8412,2025-08-26,LEAVE,Medical Leave
b4a57b35-e412-4d38-8596-60ca8c8c10a7,DOC_7126,2025-05-31,CANCELLED_SESSION,Personal Leave
cd2cdd74-9149-4ff5-8c38-5b105289923d,DOC_4829,2025-10-26,CANCELLED_SESSION,Personal Leave
3194a49f-268d-4af6-9ec4-995cea45ff9e,DOC_2471,2025-11-01,CANCELLED_SESSION,Personal Leave
2ab29572-7bec-4017-938a-6df734b72ae8,DOC_5657,2025-11-28,LEAVE,Conference
4660e268-30f2-4587-97ef-49f64078a731,DOC_1361,2025-08-11,CANCELLED_SESSION,Personal Leave
548aa045-e73c-49be-b0bc-6ebb10ca9eb3,DOC_4607,2025-04-27,LEAVE,Conference
d3b6ae25-c0c5-4dc2-adc3-80c342eff0bb,DOC_6323,2025-07-26,CANCELLED_SESSION,Conference
4af47d0a-0756-4dc6-b132-033337200d64,DOC_2869,2025-12-10,LEAVE,Conference
b3e8c9f9-b8ed-475f-8cd9-8db3f9effd12,DOC_7193,2025-12-17,LEAVE,Conference
2c4b7417-4f7a-41f8-97f2-69ab8d5dbd1a,DOC_4160,2025-09-25,LEAVE,Medical Leave
d175e387-305f-45e1-b564-d6e60d07adef,DOC_8144,2025-02-25,CANCELLED_SESSION,Medical Leave
8e8c229b-d3e4-41f3-bf79-cd7e8321a3c7,DOC_6123,2025-12-16,LEAVE,Conference
a068082e-3ae2-47d4-8fa2-177f305ca68d,DOC_6284,2025-06-29,CANCELLED_SESSION,Conference
36198fba-986a-4c70-b2bc-01b5d947ca4a,DOC_5983,2025-11-09,LEAVE,Personal Leave
c02ec9a4-7285-4218-b054-c277d8ce7f9b,DOC_53,2025-04-17,CANCELLED_SESSION,Conference
3da8a8b3-1474-4dc5-ae16-419f49c716e4,DOC_5655,2025-01-04,LEAVE,Conference
579f6353-dcb2-4308-bd4b-eee51421772d,DOC_8100,2025-04-01,LEAVE,Personal Leave
9fbac2d5-4f2a-4a79-991a-32df4242a077,DOC_3016,2025-09-08,CANCELLED_SESSION,Personal Leave
728a0f9f-67bd-4492-aa51-ad995867ed00,DOC_4945,2025-12-17,CANCELLED_SESSION,Medical Leave
55a0aab6-43ee-46d8-a81e-9f4b8a5b9035,DOC_2707,2025-03-21,LEAVE,Conference
0029d22d-f6fb-424d-a4a0-774bef9bde01,DOC_8428,2025-10-05,CANCELLED_SESSION,Conference
4707efaa-0b7d-4fab-ab58-32b985dcf165,DOC_8486,2025-06-21,LEAVE,Medical Leave
7a0c9009-8ba1-4a0a-b64a-d1e98cd7f399,DOC_7797,2025-01-25,LEAVE,Conference
19906f90-54bf-4ed5-b09d-cf8d697df283,DOC_3286,2025-04-07,CANCELLED_SESSION,Personal Leave
549c467b-56db-4265-b917-acab96bed467,DOC_7570,2025-12-17,CANCELLED_SESSION,Conference
473464f1-fd73-48de-849f-f15d3ecfb55d,DOC_5919,2025-04-21,CANCELLED_SESSION,Personal Leave
3b6a7b24-fdde-4ba4-9692-e5d047ddbfe7,DOC_6023,2025-07-16,LEAVE,Conference
b9582353-cf76-4b19-82c8-3e50c3f36446,DOC_9869,2025-06-06,LEAVE,Personal Leave
8a0e90a2-bf74-4443-986a-2ea5796e0138,DOC_880,2025-08-24,CANCELLED_SESSION,Medical Leave
6d026cc7-a91c-40ad-a333-30709f2424fa,DOC_7668,2025-07-03,CANCELLED_SESSION,Conference
a395ed02-0c0f-43a6-867e-b39d2d70ee26,DOC_3593,2025-11-13,CANCELLED_SESSION,Personal Leave
21d814fb-95a3-4c62-87f6-ac0688d20682,DOC_2972,2025-01-02,CANCELLED_SESSION,Conference
165ced99-672c-41d9-848f-e743b994b72d,DOC_1221,2025-01-17,LEAVE,Personal Leave
8673de01-a063-434d-8498-2d59b2192456,DOC_515,2025-08-13,LEAVE,Medical Leave
e63643e1-e9af-4959-bdb0-1e39baf60435,DOC_2330,2025-07-19,LEAVE,Medical Leave
c9b4a076-56e5-4fd6-bf23-4723d13e6fe7,DOC_747,2025-06-06,CANCELLED_SESSION,Personal Leave
632392e1-30f4-4a8d-aec7-41be87d32e48,DOC_8413,2025-04-16,CANCELLED_SESSION,Conference
db5cfa1d-21fc-4aad-8437-5bd6a2e6bc68,DOC_165,2025-08-06,CANCELLED_SESSION,Medical Leave
a5988873-4c59-4ffa-9bee-da0a34bb8668,DOC_7768,2025-06-03,LEAVE,Medical Leave
b27287ce-1a09-45ad-ae63-11c13679ab76,DOC_7750,2025-07-31,LEAVE,Conference
973b2bef-c14e-40e3-848f-f1f5f1d65ae9,DOC_645,2025-02-13,LEAVE,Personal Leave
c52976a6-808a-4e79-abd6-28db61c165d8,DOC_1956,2025-06-18,LEAVE,Conference
987c00ea-0ef1-4797-981b-5d1042d4efa3,DOC_2815,2025-12-08,CANCELLED_SESSION,Personal Leave
a00baa48-7508-4000-83b3-f53f2611dfb4,DOC_7136,2025-08-22,LEAVE,Conference
66a51665-9cd3-4982-8f96-a0442246b6f6,DOC_6650,2025-09-18,CANCELLED_SESSION,Conference
fd8af0d5-8153-47a1-b3dc-a85ea049b223,DOC_3662,2025-10-26,LEAVE,Personal Leave
304d7728-0a47-4637-81b0-9c1e826a3b5f,DOC_5865,2025-12-08,CANCELLED_SESSION,Medical Leave
b255519c-e563-4b5d-aae5-f46012bc7921,DOC_8821,2025-07-04,LEAVE,Conference
300f4b68-ee35-4a45-8b19-d5483a9fc4f8,DOC_4354,2025-09-17,CANCELLED_SESSION,Personal Leave
78840d30-f889-4b89-827a-a28529577208,DOC_542,2025-06-21,CANCELLED_SESSION,Medical Leave
c6a0f0f8-1e13-4c78-a467-3b780b290469,DOC_6109,2025-05-08,LEAVE,Conference
3fc48678-cf29-46b9-9742-54a4b9ffbf4c,DOC_6746,2025-12-19,CANCELLED_SESSION,Personal Leave
fc5af035-f358-411c-b5f5-c09292e730d6,DOC_3639,2025-08-14,CANCELLED_SESSION,Conference
31125a50-3626-4c9e-8dd9-743875b062ef,DOC_388,2025-02-09,CANCELLED_SESSION,Conference
94fb080d-e766-4731-99e1-4d670f00d67f,DOC_5015,2025-12-06,LEAVE,Personal Leave
026c6aba-12fc-4d85-bc42-35deb60e5c31,DOC_6200,2025-05-21,CANCELLED_SESSION,Conference
17846751-a386-4665-91f1-d6647c0b4c02,DOC_8010,2025-02-17,LEAVE,Conference
4c6abe1b-e791-485b-bc1c-377c2e3e98c0,DOC_3132,2025-10-18,CANCELLED_SESSION,Conference
d7c015c4-1339-4d8d-8879-554f2828e510,DOC_8245,2025-01-29,CANCELLED_SESSION,Personal Leave
80608406-c250-438f-9e33-af9ce0c5d014,DOC_5740,2025-03-11,LEAVE,Personal Leave
da1c7c4e-aaf2-4499-9d26-537161cff165,DOC_2325,2025-09-25,LEAVE,Conference
13cb63ab-d7d9-444e-a140-485f1e58490b,DOC_8532,2025-03-14,LEAVE,Medical Leave
05a966d8-9693-419a-b3f0-99deb6cd38cd,DOC_8710,2025-03-01,LEAVE,Personal Leave
950a6d6d-8766-4ac9-a64d-f479f57809a2,DOC_3367,2025-04-19,LEAVE,Personal Leave
209bc0f9-65ee-4ad7-89be-45f697e8614a,DOC_1867,2025-05-12,CANCELLED_SESSION,Medical Leave
f5a86f04-09e2-4fda-ba84-726a7f81eaaa,DOC_79,2025-01-02,CANCELLED_SESSION,Personal Leave
476f1530-4e74-4865-b009-74eabc2f5417,DOC_5421,2025-11-30,LEAVE,Personal Leave
9a644844-a8a8-4baa-8874-03669ab5bad9,DOC_5372,2025-02-24,CANCELLED_SESSION,Personal Leave
02820cd2-9125-4c6a-893e-a4d0d718ff1f,DOC_5917,2025-09-06,LEAVE,Medical Leave
f57a9c1b-5610-4d05-870d-0728c9da35ec,DOC_1777,2025-02-14,LEAVE,Medical Leave
5324ac56-2a92-4d7d-87e1-733ba98d5ad8,DOC_8149,2025-01-04,LEAVE,Conference
74a793b0-7eae-41e7-b694-967dc03f2b29,DOC_6469,2025-03-29,LEAVE,Conference
045467bf-2b61-4489-b86c-526ffb576ac1,DOC_9448,2025-04-12,CANCELLED_SESSION,Medical Leave
6a18e5dc-1b90-456b-ae7e-4e71cb234cf8,DOC_7890,2025-10-07,LEAVE,Personal Leave
dda5760f-9dbb-414b-892c-0383da39aa05,DOC_6713,2025-04-18,LEAVE,Conference
c32943d8-c624-4bb5-9a51-5a7542438ea5,DOC_8402,2025-09-03,CANCELLED_SESSION,Personal Leave
0ac406a3-a3c7-431a-a10d-0cc8046a1050,DOC_9001,2025-01-30,LEAVE,Personal Leave
514d7970-2464-4a1c-b777-abfae48e12a4,DOC_908,2025-04-20,LEAVE,Medical Leave
42d26bd5-f1ec-414d-8ea3-70868be1a974,DOC_2568,2025-03-16,LEAVE,Personal Leave
b38758b5-306f-4e5e-be84-abb851d999ec,DOC_2611,2025-10-21,CANCELLED_SESSION,Conference
70f65f2b-4100-4053-babc-479c1df4fdb0,DOC_6097,2025-03-24,CANCELLED_SESSION,Conference
427acd4f-e976-43be-b8bd-a11e5c7a9662,DOC_4150,2025-08-24,CANCELLED_SESSION,Medical Leave
7c012dcf-cb46-4d17-bb11-e272fe5b5781,DOC_7097,2025-03-14,CANCELLED_SESSION,Conference
f1703d68-16d1-44e6-8321-890d28f29e99,DOC_4911,2025-09-19,LEAVE,Personal Leave
7578920b-82b2-4113-8074-d324773b5cf1,DOC_8170,2025-11-24,LEAVE,Personal Leave
b5d7d44f-a56f-4609-bee4-02f49a83d452,DOC_3179,2025-09-10,CANCELLED_SESSION,Conference
c89372fe-0b52-418e-81c2-433bb306c164,DOC_6259,2025-02-19,LEAVE,Medical Leave
655771a7-ba74-48c4-ad9e-5cf18a0975fa,DOC_1952,2025-05-12,LEAVE,Medical Leave
dba339d8-123e-46c4-ab46-637ea3b30b75,DOC_2540,2025-12-21,CANCELLED_SESSION,Conference
a30545b4-2273-4f56-a9ac-36038dd4f60c,DOC_8643,2025-01-10,CANCELLED_SESSION,Personal Leave
fdacfd2e-e657-4684-b257-b897765e71d4,DOC_3494,2025-01-05,LEAVE,Medical Leave
76ba7b5b-1090-4b54-a25d-74d37e17f12e,DOC_9533,2025-01-04,CANCELLED_SESSION,Conference
e8dae6b2-5c21-4590-9ab5-66bbcc5e8d85,DOC_3042,2025-08-03,LEAVE,Medical Leave
81393f4a-7945-4b80-b519-d205cd596a8b,DOC_5543,2025-09-11,CANCELLED_SESSION,Personal Leave
a6635122-d31d-43d0-86d1-969c816d7bb6,DOC_85,2025-01-11,LEAVE,Personal Leave
71db125f-407a-49fc-91c4-0e69af42020a,DOC_4421,2025-02-17,CANCELLED_SESSION,Medical Leave
a4eef64c-e525-4666-9501-3551d454f8db,DOC_6686,2025-03-26,LEAVE,Personal Leave
7e9c0479-6355-49c1-8680-1bd4567891ac,DOC_6900,2025-10-12,LEAVE,Conference
95fbc085-155a-4bac-b756-c3fe902ccccf,DOC_413,2025-07-19,CANCELLED_SESSION,Conference
98608425-fb8e-45f3-911a-a137adcfb0d2,DOC_3414,2025-04-03,CANCELLED_SESSION,Conference
994bb8fb-f230-4b6d-9dad-2066d9992f8f,DOC_5538,2025-10-06,LEAVE,Personal Leave
56ebcb02-026d-4b71-829a-5d2934ae2bbc,DOC_9997,2025-01-21,LEAVE,Personal Leave
1520f744-0a59-443e-b95b-2d57ab863dfc,DOC_5050,2025-03-01,LEAVE,Personal Leave
9dcd196b-f40a-4de2-b528-b1359205eb82,DOC_1507,2025-01-24,CANCELLED_SESSION,Conference
0c94e9b7-77c6-4af9-852b-0bc09b2661f4,DOC_9900,2025-01-31,LEAVE,Conference
1b219060-8c3a-4d69-adf9-a474c7c6515e,DOC_6860,2025-11-21,CANCELLED_SESSION,Medical Leave
49431596-d4a2-4c41-bcf8-5275d6af1eee,DOC_8926,2025-02-07,LEAVE,Personal Leave
e5da413a-1d48-4aed-ac29-d84ccd8061ab,DOC_8577,2025-03-26,LEAVE,Personal Leave
f00b2e0d-8dc4-48e7-a82a-7937bbbc0969,DOC_249,2025-02-14,LEAVE,Conference
232fb7e0-8998-4c6e-b0c1-98839822de3e,DOC_3372,2025-10-21,LEAVE,Conference
1b019b1b-c405-4a9e-94f1-807769e4715c,DOC_3965,2025-12-17,CANCELLED_SESSION,Medical Leave
14139d95-3137-41c5-bd17-c172d80c2f4f,DOC_1883,2025-06-09,LEAVE,Conference
94c5644f-bb10-46b7-b9fb-2156def324bd,DOC_5381,2025-02-02,CANCELLED_SESSION,Medical Leave
232a8a2c-fc82-42df-a0a4-bccd09c11840,DOC_7982,2025-01-01,LEAVE,Conference
84375a75-4514-414c-a01d-4e04ba1b4b2b,DOC_1231,2025-01-02,LEAVE,Personal Leave
c6782096-a4a1-4488-9910-94d7de2dd350,DOC_2275,2025-09-08,LEAVE,Conference
08eeabea-8692-472b-a9f0-766a6aba99ba,DOC_664,2025-02-26,LEAVE,Conference
878fd2e5-51ac-4ecd-b208-09c73c3744e9,DOC_3180,2025-07-16,LEAVE,Personal Leave
6437b71e-a58a-4561-b8b6-3f5b7a493ee8,DOC_8902,2025-11-03,CANCELLED_SESSION,Personal Leave
6e68571f-8a6e-4d03-acbe-9a70f86feb0a,DOC_8216,2025-01-28,CANCELLED_SESSION,Conference
83f22543-87d5-44d1-9e55-5cad14da17dd,DOC_9757,2025-01-21,LEAVE,Medical Leave
4e3365f9-efc1-478d-b6b8-2d6110fc381d,DOC_5165,2025-05-25,CANCELLED_SESSION,Medical Leave
c7c72550-5f69-4cc1-a701-fffa7e607eb3,DOC_3181,2025-10-30,CANCELLED_SESSION,Medical Leave
a4128526-a25a-4fff-902a-c4687db826ad,DOC_7188,2025-01-20,CANCELLED_SESSION,Personal Leave
ca38fd3f-af50-42d8-9a87-31b824b47115,DOC_1771,2025-08-03,LEAVE,Conference
2f3ac13e-24df-4044-a160-df99c932223b,DOC_2552,2025-10-17,LEAVE,Conference
208e6912-52e7-4560-8174-dbb62c3633d5,DOC_8344,2025-10-24,LEAVE,Medical Leave
cc41684a-c422-44f8-b117-7fceb0f0ba60,DOC_3454,2025-11-30,LEAVE,Conference
8cebbd15-9853-4f3a-9086-4a48311596f0,DOC_9820,2025-06-23,CANCELLED_SESSION,Personal Leave
f85cb678-96e7-42e7-b4d7-8714316ef77b,DOC_1776,2025-01-03,LEAVE,Conference
ab39343d-657d-48d5-a947-579bc0b45494,DOC_1596,2025-08-11,CANCELLED_SESSION,Medical Leave
e8947d39-1c8d-4c85-a391-4277168e1aa3,DOC_3357,2025-01-20,LEAVE,Conference
a250e3ec-4707-4f39-9512-cf9e651f55ba,DOC_7389,2025-10-17,LEAVE,Personal Leave
ce9d140f-0bb4-485d-a3ff-19c115e660b8,DOC_8643,2025-06-10,CANCELLED_SESSION,Conference
894faef8-3373-4da8-8683-17b538b5aafe,DOC_6858,2025-06-23,CANCELLED_SESSION,Conference
05a0fc4b-e478-4aaf-8d0d-cc1c3b8124bb,DOC_1653,2025-11-29,LEAVE,Conference
da0b3da1-6e9d-4fcb-86d1-5bb2848ce86d,DOC_1255,2025-06-01,CANCELLED_SESSION,Medical Leave
256d42f0-14a1-4cb9-910d-1231eef7d16f,DOC_5562,2025-09-02,LEAVE,Conference
708b9732-9db6-41c6-b6e8-3ffc87acbb4e,DOC_4398,2025-05-12,LEAVE,Medical Leave
fa49ed6e-b4b7-4573-a4b9-f29e319d22c5,DOC_9332,2025-10-16,LEAVE,Conference
38cac845-1763-45b4-86b6-37696bfeed71,DOC_8085,2025-08-19,LEAVE,Conference
ab4ad35d-4ca0-473f-8acb-1f857ede5d36,DOC_2836,2025-04-12,LEAVE,Conference
78690f2e-30c4-4c45-81d8-b7c14f0c7497,DOC_5914,2025-08-13,LEAVE,Personal Leave
09aaef8f-32a5-4e0a-bffb-90edc52911f8,DOC_2282,2025-12-30,CANCELLED_SESSION,Medical Leave
f08de6a3-e5c5-4acf-b2ee-b2ccb06ec86d,DOC_8179,2025-09-16,LEAVE,Medical Leave
14d2fb16-a761-4ea0-9e76-2b819c78ee58,DOC_2424,2025-04-05,CANCELLED_SESSION,Medical Leave
8fa62a52-4f37-499e-8c59-558415954b63,DOC_699,2025-11-26,LEAVE,Medical Leave
f61d0969-e321-43f5-b84f-50d21285a34f,DOC_590,2025-07-06,LEAVE,Personal Leave
3c548a45-8625-4e2f-94af-134625098108,DOC_3269,2025-06-14,CANCELLED_SESSION,Medical Leave
fff48f33-55e5-42af-84b6-d806065fb7cf,DOC_1627,2025-11-28,LEAVE,Conference
92b51284-1833-4f0d-ab2b-56fc2a841ed0,DOC_9134,2025-12-24,LEAVE,Medical Leave
58189fc2-6fac-4a34-a65e-90cc0548d4a9,DOC_8016,2025-08-13,LEAVE,Personal Leave
476481ef-565c-4453-aa88-48a8451d1731,DOC_405,2025-12-25,LEAVE,Personal Leave
2319241e-a027-4d1c-90e6-5839f35f86a0,DOC_4424,2025-07-18,LEAVE,Personal Leave
00929724-3973-4834-a4a6-7b593e4780d5,DOC_1597,2025-09-04,CANCELLED_SESSION,Medical Leave
0e784175-97b2-448a-865c-699d3e1817f1,DOC_9929,2025-03-20,CANCELLED_SESSION,Personal Leave
c4863515-5720-41b6-aa80-08fc7a51ded3,DOC_3660,2025-03-03,CANCELLED_SESSION,Conference
1ce7f614-cc1d-4b17-b906-e1e87635baad,DOC_5248,2025-10-16,LEAVE,Personal Leave
7401418f-34e2-41f1-b6a5-ac0d2d00dd6a,DOC_4402,2025-04-18,LEAVE,Conference
459edc66-b24b-4e0a-adb6-48c662b82ee5,DOC_6461,2025-01-03,CANCELLED_SESSION,Personal Leave
1f84618e-b779-4140-bc62-bc2ec31df09e,DOC_6820,2025-05-29,CANCELLED_SESSION,Conference
ea305668-8031-437e-b622-7b5ae66e78b1,DOC_1053,2025-04-13,CANCELLED_SESSION,Medical Leave
374743eb-de9e-4bda-9465-8cfc61136224,DOC_9463,2025-02-08,CANCELLED_SESSION,Medical Leave
ba194396-b6b8-47eb-8b0d-f2f9f6c16c6d,DOC_1881,2025-08-02,LEAVE,Conference
37389f51-c3d1-4303-be3b-451f070dc12b,DOC_2212,2025-10-22,CANCELLED_SESSION,Conference
be176371-d0e9-4064-81ad-96608440cba4,DOC_9795,2025-09-25,LEAVE,Personal Leave
eb748a94-7199-4244-a931-1d999063e485,DOC_8504,2025-12-13,LEAVE,Personal Leave
84aa9a63-3589-4f5d-a1a4-b27ab12f9ce1,DOC_8835,2025-09-02,CANCELLED_SESSION,Conference
4be8e641-ff2a-4b82-8767-a87d16643d72,DOC_4592,2025-07-14,LEAVE,Personal Leave
82781f3a-0bae-4149-9149-ee06a1f77657,DOC_6023,2026-01-01,CANCELLED_SESSION,Medical Leave
5ec7e2dc-e6fe-4bb7-8d55-b1b5cc9b1f51,DOC_5836,2025-04-03,LEAVE,Medical Leave
02e1fc63-0e24-417e-92ca-ad98fdb046ed,DOC_6256,2025-02-07,LEAVE,Medical Leave
4cbb04b6-01ba-4326-9481-61ba39135570,DOC_3982,2025-07-18,CANCELLED_SESSION,Conference
a17772d9-9ebe-4c55-bc24-6a25ddf909e7,DOC_9329,2025-05-01,CANCELLED_SESSION,Conference
cf177ba6-e17c-4c21-810d-8b63bca9b41e,DOC_4413,2025-09-05,CANCELLED_SESSION,Personal Leave
d14eae3c-a8d9-4365-ac36-ac495e4afdf4,DOC_8705,2025-02-05,CANCELLED_SESSION,Personal Leave
d610a3af-d31d-4cf1-afb4-ef4ec62c062e,DOC_3853,2025-02-09,LEAVE,Personal Leave
003f0414-0496-4ea1-b90f-ca92ff18c3c2,DOC_7092,2025-12-11,CANCELLED_SESSION,Personal Leave
337938f2-bb10-4f32-8684-c221eaba9f3e,DOC_3426,2025-04-14,CANCELLED_SESSION,Medical Leave
76dbf9da-43d9-4ce5-96f3-1700d79d5da6,DOC_6893,2025-03-05,LEAVE,Medical Leave
f4034934-8193-467e-a783-fe482923462f,DOC_9665,2025-10-14,LEAVE,Medical Leave
79a2d43a-3e96-4348-a1b2-473f769d91c6,DOC_4705,2025-07-04,CANCELLED_SESSION,Conference
d024c415-ae7f-47c3-87eb-34a499501b42,DOC_9567,2025-09-09,CANCELLED_SESSION,Conference
28581174-8014-484c-8be5-7c072ff3516b,DOC_3315,2025-12-16,LEAVE,Conference
54082758-fdfa-4b5f-83d8-fed2c774a61e,DOC_3313,2025-12-18,LEAVE,Conference
66e58404-7dcf-41c8-9953-ca2e310cbe9a,DOC_1830,2025-04-30,LEAVE,Conference
30fc5fed-03fe-436d-ae37-46c39b538d5d,DOC_7410,2025-04-18,LEAVE,Personal Leave
7acfe3dd-bf36-40f4-9af2-9144d41adca4,DOC_6304,2025-04-29,LEAVE,Personal Leave
9954ca8e-bf5b-4e46-818c-5b045eadc0d0,DOC_3555,2025-02-09,CANCELLED_SESSION,Personal Leave
9cc513d3-a847-4ef8-b191-029a8c600714,DOC_1938,2025-04-30,CANCELLED_SESSION,Personal Leave
e1b164a0-1c47-4e47-bde1-7bdb73b65607,DOC_7860,2025-03-01,LEAVE,Conference
a433b814-7512-4313-98a4-e709d8755191,DOC_8767,2025-10-27,LEAVE,Conference
efdebd21-25fb-4666-9d77-d4ab5454bfd6,DOC_5262,2025-06-26,LEAVE,Conference
50cbbbad-4ea6-4abf-a96f-45b5ab913696,DOC_9040,2025-02-08,CANCELLED_SESSION,Conference
6a26d9dc-4629-4dbb-b47e-ca9a6aaf9180,DOC_7429,2025-10-07,CANCELLED_SESSION,Medical Leave
fa221e44-6ff0-4305-a3e2-faf5a39bc42b,DOC_3855,2025-12-11,LEAVE,Medical Leave
0f6a721a-90ad-4706-92d3-80ad38979e36,DOC_567,2025-04-14,CANCELLED_SESSION,Medical Leave
